Time Voltagedecimal Voltage
1634815866.1138966 127 1.6371093749999999
1634815866.1138966 128 1.65
1634815866.1138966 128 1.65
1634815866.1138966 129 1.662890625
1634815866.1138966 130 1.67578125
1634815866.1138966 131 1.6886718749999998
1634815866.1138966 132 1.7015624999999999
1634815866.1138966 133 1.714453125
1634815866.1138966 134 1.72734375
1634815866.1138966 135 1.740234375
1634815866.1138966 135 1.740234375
1634815866.1138966 138 1.77890625
1634815866.1138966 139 1.791796875
1634815866.1138966 139 1.791796875
1634815866.1138966 140 1.8046875
1634815866.1138966 141 1.8175781249999998
1634815866.1138966 141 1.8175781249999998
1634815866.1138966 142 1.8304687499999999
1634815866.1138966 143 1.843359375
1634815866.1138966 143 1.843359375
1634815866.1138966 145 1.869140625
1634815866.1138966 146 1.8820312499999998
1634815866.1138966 147 1.8949218749999999
1634815866.1138966 147 1.8949218749999999
1634815866.1138966 149 1.920703125
1634815866.1138966 149 1.920703125
1634815866.1138966 150 1.93359375
1634815866.1138966 151 1.9464843749999998
1634815866.1138966 152 1.9593749999999999
1634815866.1138966 153 1.972265625
1634815866.1138966 153 1.972265625
1634815866.1138966 154 1.98515625
1634815866.1138966 155 1.998046875
1634815866.1138966 156 2.0109375
1634815866.1138966 156 2.0109375
1634815866.1138966 158 2.03671875
1634815866.1138966 156 2.0109375
1634815866.1138966 154 1.98515625
1634815866.1138966 153 1.972265625
1634815866.1138966 151 1.9464843749999998
1634815866.1138966 151 1.9464843749999998
1634815866.1138966 150 1.93359375
1634815866.1138966 148 1.9078125
1634815866.1138966 147 1.8949218749999999
1634815866.1138966 146 1.8820312499999998
1634815866.1138966 145 1.869140625
1634815866.1138966 144 1.85625
1634815866.1138966 142 1.8304687499999999
1634815866.1138966 141 1.8175781249999998
1634815866.1138966 141 1.8175781249999998
1634815866.1138966 139 1.791796875
1634815866.1138966 138 1.77890625
1634815866.1138966 136 1.7531249999999998
1634815866.1138966 136 1.7531249999999998
1634815866.1138966 134 1.72734375
1634815866.1138966 134 1.72734375
1634815866.1138966 133 1.714453125
1634815866.1138966 131 1.6886718749999998
1634815866.1138966 130 1.67578125
1634815866.1138966 128 1.65
1634815866.1138966 128 1.65
1634815866.1138966 128 1.65
1634815866.1138966 125 1.611328125
1634815866.1138966 125 1.611328125
1634815866.1138966 123 1.585546875
1634815866.1138966 122 1.5726562499999999
1634815866.1138966 122 1.5726562499999999
1634815866.1138966 120 1.546875
1634815866.1138966 119 1.533984375
1634815866.1138966 118 1.52109375
1634815866.1138966 117 1.5082031249999999
1634815866.1138966 117 1.5082031249999999
1634815866.1138966 116 1.4953124999999998
1634815866.1138966 116 1.4953124999999998
1634815866.1138966 114 1.46953125
1634815866.1138966 113 1.456640625
1634815866.1138966 112 1.4437499999999999
1634815866.1138966 112 1.4437499999999999
1634815866.1138966 111 1.4308593749999998
1634815866.1138966 110 1.41796875
1634815866.1138966 109 1.405078125
1634815866.1138966 107 1.3792968749999999
1634815866.1138966 107 1.3792968749999999
1634815866.1138966 107 1.3792968749999999
1634815866.1138966 105 1.353515625
1634815866.1138966 105 1.353515625
1634815866.1138966 103 1.327734375
1634815866.1138966 102 1.3148437499999999
1634815866.1138966 101 1.3019531249999998
1634815866.1138966 100 1.2890625
1634815866.1138966 99 1.276171875
1634815866.1138966 98 1.26328125
1634815866.1138966 98 1.26328125
1634815866.1138966 98 1.26328125
1634815866.1138966 96 1.2374999999999998
1634815866.1138966 95 1.224609375
1634815866.1138966 95 1.224609375
1634815866.1138966 94 1.21171875
1634815866.1138966 92 1.1859374999999999
1634815866.1138966 92 1.1859374999999999
1634815866.1138966 92 1.1859374999999999
1634815866.1138966 91 1.173046875
1634815866.1138966 90 1.16015625
1634815866.1138966 90 1.16015625
1634815866.1138966 89 1.147265625
1634815866.1138966 88 1.134375
1634815866.1138966 88 1.134375
1634815866.1138966 87 1.1214843749999999
1634815866.1138966 86 1.10859375
1634815866.1138966 85 1.095703125
1634815866.1138966 85 1.095703125
1634815866.1138966 84 1.0828125
1634815866.1138966 83 1.069921875
1634815866.1138966 84 1.0828125
1634815866.1138966 82 1.0570312499999999
1634815866.1138966 82 1.0570312499999999
1634815866.1138966 81 1.044140625
1634815866.1138966 80 1.03125
1634815866.1138966 80 1.03125
1634815866.1138966 78 1.00546875
1634815866.1138966 79 1.018359375
1634815866.1138966 78 1.00546875
1634815866.1138966 76 0.9796874999999999
1634815866.1138966 77 0.992578125
1634815866.1138966 76 0.9796874999999999
1634815866.1138966 75 0.966796875
1634815866.1138966 75 0.966796875
1634815866.1138966 74 0.95390625
1634815866.1138966 73 0.9410156249999999
1634815866.1138966 74 0.95390625
1634815866.1138966 72 0.928125
1634815866.1138966 71 0.9152343749999999
1634815866.1138966 71 0.9152343749999999
1634815866.1138966 69 0.889453125
1634815866.1138966 70 0.90234375
1634815866.1138966 69 0.889453125
1634815866.1138966 69 0.889453125
1634815866.1138966 68 0.8765624999999999
1634815866.1138966 68 0.8765624999999999
1634815866.1138966 67 0.863671875
1634815866.1138966 66 0.8507812499999999
1634815866.1138966 66 0.8507812499999999
1634815866.1138966 65 0.837890625
1634815866.1138966 64 0.825
1634815866.1138966 64 0.825
1634815866.1138966 64 0.825
1634815866.1138966 64 0.825
1634815866.1138966 62 0.79921875
1634815866.1138966 62 0.79921875
1634815866.1138966 62 0.79921875
1634815866.1138966 61 0.7863281249999999
1634815866.1138966 61 0.7863281249999999
1634815866.1138966 60 0.7734375
1634815866.1138966 59 0.760546875
1634815866.1138966 59 0.760546875
1634815866.1138966 59 0.760546875
1634815866.1138966 58 0.7476562499999999
1634815866.1138966 58 0.7476562499999999
1634815866.1138966 57 0.734765625
1634815866.1138966 56 0.7218749999999999
1634815866.1138966 56 0.7218749999999999
1634815866.1138966 56 0.7218749999999999
1634815866.1138966 56 0.7218749999999999
1634815866.1138966 56 0.7218749999999999
1634815866.1138966 55 0.708984375
1634815866.1138966 53 0.6832031249999999
1634815866.1138966 54 0.69609375
1634815866.1138966 54 0.69609375
1634815866.1138966 54 0.69609375
1634815866.1138966 53 0.6832031249999999
1634815866.1138966 52 0.6703125
1634815866.1138966 51 0.6574218749999999
1634815866.1138966 51 0.6574218749999999
1634815866.1138966 51 0.6574218749999999
1634815866.1138966 51 0.6574218749999999
1634815866.1138966 51 0.6574218749999999
1634815866.1138966 49 0.631640625
